"link","name","rating","reviews","businessType","address","phone","openTime","website"
"https://www.google.com/maps/place/Doctor+Saucy/data=!4m7!3m6!1s0x392269bad08c0c93:0x31f590a945c1d6dd!8m2!3d31.4035461!4d73.1165785!16s%2Fg%2F11j91j76vd!19sChIJkwyM0LppIjkR3dbBRamQ9TE?authuser=0&hl=en&rclk=1","Doctor Saucy","4.3","2,636","Fast food restaurant","652 D Al Hameed Chowk, near D Ground, Faisalabad, 38000","0311 1110143","Thursday: 4 pm–2 am | Friday: 4 pm–2 am | Saturday: 4 pm–2 am | Sunday: 4 pm–2 am | Monday: 4 pm–2 am | Tuesday: 4 pm–2 am | Wednesday(Quaid-e-Azam's Birthday/Christmas Day)4 pm–2 am Hours might differ","https://doctorsaucy.com/"
"https://www.google.com/maps/place/Doctor+Saucy/data=!4m7!3m6!1s0x392243a77e3326ed:0x9cc1e2e806e0729f!8m2!3d31.4150344!4d73.0705199!16s%2Fg%2F11s0zfv657!19sChIJ7SYzfqdDIjkRn3LgBujiwZw?authuser=0&hl=en&rclk=1","Doctor Saucy","4.2","657","Fast food restaurant","Building No. 12 Illama Iqbal Road Sanat Pura, near Gc University, Faisalabad, 38000","0311 1110143","Thursday: 12 pm–1 am | Friday: 12 pm–1 am | Saturday: 1 pm–1 am | Sunday: 1 pm–1 am | Monday: 12 pm–1 am | Tuesday: 12 pm–1 am | Wednesday(Quaid-e-Azam's Birthday/Christmas Day)12 pm–1 am Hours might differ","https://doctorsaucy.com/"
